1.000000000000000000e+02,1.372135162353515625e+00
2.000000000000000000e+02,2.323024749755859375e+00
3.000000000000000000e+02,3.273918151855468750e+00
4.000000000000000000e+02,4.224803924560546875e+00
5.000000000000000000e+02,5.175693511962890625e+00
6.000000000000000000e+02,6.126583099365234375e+00
7.000000000000000000e+02,7.077468872070312500e+00
8.000000000000000000e+02,8.028354644775390625e+00
9.000000000000000000e+02,8.979248046875000000e+00
1.000000000000000000e+03,9.930130004882812500e+00
1.100000000000000000e+03,1.088101959228515625e+01
1.200000000000000000e+03,1.183190917968750000e+01
1.300000000000000000e+03,1.278279113769531250e+01
1.400000000000000000e+03,1.373368453979492188e+01
1.500000000000000000e+03,1.468457031250000000e+01
1.600000000000000000e+03,1.563546371459960938e+01
1.700000000000000000e+03,1.658634948730468750e+01
1.800000000000000000e+03,1.753723526000976562e+01
1.910000000000000000e+03,1.858321380615234375e+01
2.010000000000000000e+03,1.953410339355468750e+01
2.110000000000000000e+03,2.048499107360839844e+01
2.210000000000000000e+03,2.143588447570800781e+01
2.320000000000000000e+03,2.248185539245605469e+01
2.420000000000000000e+03,2.343274307250976562e+01
2.520000000000000000e+03,2.438363075256347656e+01
2.630000000000000000e+03,2.542960929870605469e+01
2.730000000000000000e+03,2.638049507141113281e+01
2.830000000000000000e+03,2.733138465881347656e+01
2.940000000000000000e+03,2.837735748291015625e+01
3.040000000000000000e+03,2.932825088500976562e+01
3.150000000000000000e+03,3.037422370910644531e+01
3.250000000000000000e+03,3.132511329650878906e+01
3.360000000000000000e+03,3.237108993530273438e+01
3.460000000000000000e+03,3.332197570800781250e+01
3.570000000000000000e+03,3.436795043945312500e+01
3.680000000000000000e+03,3.541393280029296875e+01
3.790000000000000000e+03,3.645990753173828125e+01
3.890000000000000000e+03,3.741079711914062500e+01
4.000000000000000000e+03,3.845677185058593750e+01
4.110000000000000000e+03,3.950275039672851562e+01
4.220000000000000000e+03,4.054872894287109375e+01
4.330000000000000000e+03,4.159470367431640625e+01
4.440000000000000000e+03,4.264067840576171875e+01
4.550000000000000000e+03,4.368665695190429688e+01
4.660000000000000000e+03,4.473263168334960938e+01
4.770000000000000000e+03,4.577861022949218750e+01
4.890000000000000000e+03,4.691967773437500000e+01
5.000000000000000000e+03,4.796565246582031250e+01
5.120000000000000000e+03,4.910671997070312500e+01
5.230000000000000000e+03,5.015269470214843750e+01
5.350000000000000000e+03,5.129376220703125000e+01
5.460000000000000000e+03,5.233973693847656250e+01
5.580000000000000000e+03,5.348080444335937500e+01
5.700000000000000000e+03,5.462186813354492188e+01
5.820000000000000000e+03,5.576293563842773438e+01
5.940000000000000000e+03,5.690399932861328125e+01
6.060000000000000000e+03,5.706212234497070312e+01
6.180000000000000000e+03,5.797055053710937500e+01
6.310000000000000000e+03,5.895468139648437500e+01
6.430000000000000000e+03,5.986311340332031250e+01
6.560000000000000000e+03,6.084724426269531250e+01
6.680000000000000000e+03,6.175567245483398438e+01
6.810000000000000000e+03,6.273980331420898438e+01
6.940000000000000000e+03,6.372393798828125000e+01
7.070000000000000000e+03,6.470806884765625000e+01
7.200000000000000000e+03,6.569219970703125000e+01
7.340000000000000000e+03,6.675202941894531250e+01
7.470000000000000000e+03,6.773616027832031250e+01
7.610000000000000000e+03,6.879600524902343750e+01
7.750000000000000000e+03,6.985583496093750000e+01
7.890000000000000000e+03,7.091566467285156250e+01
8.030000000000000000e+03,7.197550201416015625e+01
8.180000000000000000e+03,7.295089721679687500e+01
8.330000000000000000e+03,7.386071777343750000e+01
8.480000000000000000e+03,7.477053070068359375e+01
8.630000000000000000e+03,7.568034362792968750e+01
8.780000000000000000e+03,7.659016418457031250e+01
8.940000000000000000e+03,7.756062316894531250e+01
9.100000000000000000e+03,7.853109741210937500e+01
9.270000000000000000e+03,7.956221771240234375e+01
9.440000000000000000e+03,8.059334564208984375e+01
9.610000000000000000e+03,8.162446594238281250e+01
9.790000000000000000e+03,8.271624755859375000e+01
9.970000000000000000e+03,8.380802917480468750e+01
1.015000000000000000e+04,8.489980316162109375e+01
1.035000000000000000e+04,8.599955749511718750e+01
1.055000000000000000e+04,8.684438323974609375e+01
1.075000000000000000e+04,8.768920135498046875e+01
1.097000000000000000e+04,8.861849975585937500e+01
1.119000000000000000e+04,8.954780578613281250e+01
1.143000000000000000e+04,9.045657348632812500e+01
1.168000000000000000e+04,9.137559509277343750e+01
1.194000000000000000e+04,9.233137512207031250e+01
1.222000000000000000e+04,9.336066436767578125e+01
1.253000000000000000e+04,9.450024414062500000e+01
1.287000000000000000e+04,9.575010681152343750e+01
1.325000000000000000e+04,9.714700317382812500e+01
1.370000000000000000e+04,9.880123901367187500e+01
1.429000000000000000e+04,1.009701080322265625e+02
1.570000000000000000e+04,1.061533508300781250e+02
